leverdatum,productcode,product,leverancier,aantal,besteleenheid,bedrag
2024-08-13,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2024-08-27,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2024-09-10,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2024-09-17,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2024-10-01,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2024-10-15,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2024-10-29,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2024-11-12,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2024-12-03,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2024-12-17,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2024-12-31,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2025-02-04,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2025-02-18,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2025-03-11,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2025-03-18,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2025-04-08,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2025-04-22,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2025-05-06,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2025-05-20,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2025-05-27,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2025-06-10,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2025-06-17,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2025-06-24,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2025-07-01,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2025-07-15,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2025-07-22,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2025-07-29,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2025-08-12,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2025-08-19,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2025-09-02,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2025-09-16,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2025-09-23,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2025-10-07,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2025-10-21,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2025-11-04,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2025-11-18,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2025-12-09,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2025-12-23,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2026-01-20,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2026-02-03,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2026-02-24,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2026-03-10,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2026-03-24,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2026-04-07,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2026-04-21,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2026-04-28,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2026-05-12,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2026-05-26,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2026-06-02,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2026-06-16,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2026-06-23,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2026-06-30,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2026-07-14,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2026-07-21,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2026-07-28,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2026-08-04,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2026-08-11,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2026-08-25,KOF01,Koffiebonen doos 4x1kg,Koffiebranderij Alkmaar,1,doos,37.6
2023-09-04,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2023-09-07,ZUI01,Volle melk 12x1L,Sligro,2,doos,27.6
2023-09-11,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2023-09-14,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2023-09-18,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2023-09-25,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2023-09-28,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2023-10-05,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2023-10-09,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2023-10-12,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2023-10-19,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2023-10-23,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2023-10-26,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2023-10-30,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2023-11-06,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2023-11-09,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2023-11-16,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2023-11-23,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2023-11-27,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2023-11-30,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2023-12-07,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2023-12-11,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2023-12-18,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2023-12-21,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2023-12-28,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-01-04,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-01-11,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-01-18,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-01-29,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-02-01,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-02-08,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-02-15,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-02-19,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-02-26,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-03-04,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-03-11,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-03-14,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-03-18,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-03-25,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-03-28,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-04-04,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-04-11,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-04-15,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-04-18,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-04-25,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-04-29,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-05-02,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-05-06,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-05-09,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-05-13,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-05-16,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-05-20,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-05-23,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-05-27,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-05-30,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-06-03,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-06-06,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-06-10,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-06-13,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-06-17,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-06-20,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-06-24,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-06-27,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-07-01,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-07-04,ZUI01,Volle melk 12x1L,Sligro,2,doos,27.6
2024-07-08,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-07-11,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-07-15,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-07-18,ZUI01,Volle melk 12x1L,Sligro,2,doos,27.6
2024-07-22,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-07-25,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-07-29,ZUI01,Volle melk 12x1L,Sligro,2,doos,27.6
2024-08-01,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-08-05,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-08-08,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-08-12,ZUI01,Volle melk 12x1L,Sligro,2,doos,27.6
2024-08-15,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-08-19,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-08-22,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-08-26,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-08-29,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-09-02,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-09-05,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-09-09,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-09-12,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-09-16,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-09-19,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-09-26,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-09-30,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-10-03,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-10-07,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-10-10,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-10-14,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-10-17,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-10-24,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-10-28,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-10-31,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-11-04,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-11-07,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-11-11,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-11-18,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-11-21,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-11-28,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-12-05,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-12-09,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-12-12,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2024-12-19,ZUI01,Volle melk 12x1L,Sligro,2,doos,27.6
2024-12-26,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-01-02,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-01-13,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-01-20,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-01-27,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-02-03,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-02-10,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-02-13,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-02-20,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-02-27,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-03-03,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-03-06,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-03-13,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-03-17,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-03-20,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-03-24,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-03-31,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-04-03,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-04-07,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-04-14,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-04-17,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-04-24,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-04-28,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-05-01,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-05-05,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-05-08,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-05-15,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-05-19,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-05-22,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-05-26,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-05-29,ZUI01,Volle melk 12x1L,Sligro,2,doos,27.6
2025-06-02,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-06-05,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-06-09,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-06-12,ZUI01,Volle melk 12x1L,Sligro,2,doos,27.6
2025-06-16,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-06-19,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-06-23,ZUI01,Volle melk 12x1L,Sligro,2,doos,27.6
2025-06-26,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-06-30,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-07-03,ZUI01,Volle melk 12x1L,Sligro,2,doos,27.6
2025-07-07,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-07-10,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-07-14,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-07-17,ZUI01,Volle melk 12x1L,Sligro,2,doos,27.6
2025-07-21,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-07-24,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-07-28,ZUI01,Volle melk 12x1L,Sligro,2,doos,27.6
2025-07-31,ZUI01,Volle melk 12x1L,Sligro,2,doos,27.6
2025-08-04,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-08-07,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-08-11,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-08-14,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-08-18,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-08-21,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-08-25,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-08-28,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-09-04,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-09-08,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-09-11,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-09-15,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-09-18,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-09-22,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-09-25,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-09-29,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-10-02,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-10-09,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-10-13,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-10-16,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-10-23,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-10-27,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-10-30,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-11-03,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-11-06,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-11-13,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-11-17,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-11-20,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-11-24,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-12-01,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-12-04,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-12-11,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-12-15,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-12-18,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2025-12-25,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-01-01,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-01-08,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-01-15,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-01-22,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-01-26,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-01-29,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-02-05,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-02-12,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-02-16,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-02-19,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-02-26,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-03-02,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-03-05,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-03-12,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-03-16,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-03-19,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-03-26,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-03-30,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-04-02,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-04-09,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-04-13,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-04-16,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-04-20,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-04-23,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-04-27,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-04-30,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-05-04,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-05-07,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-05-11,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-05-14,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-05-18,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-05-21,ZUI01,Volle melk 12x1L,Sligro,2,doos,27.6
2026-05-28,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-06-01,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-06-04,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-06-08,ZUI01,Volle melk 12x1L,Sligro,2,doos,27.6
2026-06-11,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-06-15,ZUI01,Volle melk 12x1L,Sligro,2,doos,27.6
2026-06-18,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-06-22,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-06-25,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-06-29,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-07-02,ZUI01,Volle melk 12x1L,Sligro,2,doos,27.6
2026-07-06,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-07-09,ZUI01,Volle melk 12x1L,Sligro,2,doos,27.6
2026-07-13,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-07-16,ZUI01,Volle melk 12x1L,Sligro,2,doos,27.6
2026-07-20,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-07-23,ZUI01,Volle melk 12x1L,Sligro,2,doos,27.6
2026-07-27,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-07-30,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-08-03,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-08-06,ZUI01,Volle melk 12x1L,Sligro,2,doos,27.6
2026-08-10,ZUI01,Volle melk 12x1L,Sligro,2,doos,27.6
2026-08-13,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-08-17,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-08-20,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-08-24,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-08-27,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2026-08-31,ZUI01,Volle melk 12x1L,Sligro,1,doos,13.8
2023-09-01,BROOD01,Casinobrood 8 stuks,Bakkerij Zomerdijk,2,doos,35.2
2023-09-02,BROOD01,Casinobrood 8 stuks,Bakkerij Zomerdijk,4,doos,70.4
2023-09-05,BROOD01,Casinobrood 8 stuks,Bakkerij Zomerdijk,1,doos,17.6
2023-09-06,BROOD01,Casinobrood 8 stuks,Bakkerij Zomerdijk,1,doos,17.6
2023-09-07,BROOD01,Casinobrood 8 stuks,Bakkerij Zomerdijk,2,doos,35.2
2023-09-08,BROOD01,Casinobrood 8 stuks,Bakkerij Zomerdijk,2,doos,35.2
2023-09-09,BROOD01,Casinobrood 8 stuks,Bakkerij Zomerdijk,3,doos,52.8
2023-09-11,BROOD01,Casinobrood 8 stuks,Bakkerij Zomerdijk,1,doos,17.6
2023-09-12,BROOD01,Casinobrood 8 stuks,Bakkerij Zomerdijk,1,doos,17.6
2023-09-13,BROOD01,Casinobrood 8 stuks,Bakkerij Zomerdijk,1,doos,17.6
2023-09-14,BROOD01,Casinobrood 8 stuks,Bakkerij Zomerdijk,2,doos,35.2
2023-09-15,BROOD01,Casinobrood 8 stuks,Bakkerij Zomerdijk,1,doos,17.6
2023-09-16,BROOD01,Casinobrood 8 stuks,Bakkerij Zomerdijk,3,doos,52.8
2023-09-19,BROOD01,Casinobrood 8 stuks,Bakkerij Zomerdijk,1,doos,17.6
2023-09-20,BROOD01,Casinobrood 8 stuks,Bakkerij Zomerdijk,1,doos,17.6
2023-09-21,BROOD01,Casinobrood 8 stuks,Bakkerij Zomerdijk,1,doos,17.6
2023-09-22,BROOD01,Casinobrood 8 stuks,Bakkerij Zomerdijk,1,doos,17.6
2023-09-23,BROOD01,Casinobrood 8 stuks,Bakkerij Zomerdijk,3,doos,52.8
2023-09-25,BROOD01,Casinobrood 8 stuks,Bakkerij Zomerdijk,2,doos,35.2
2023-09-26,BROOD01,Casinobrood 8 stuks,Bakkerij Zomerdijk,1,doos,17.6
2023-09-27,BROOD01,Casinobrood 8 stuks,Bakkerij Zomerdijk,1,doos,17.6
2023-09-29,BROOD01,Casinobrood 8 stuks,Bakkerij Zomerdijk,2,doos,35.2
2023-09-30,BROOD01,Casinobrood 8 stuks,Bakkerij Zomerdijk,3,doos,52.8
2023-10-03,BROOD01,Casinobrood 8 stuks,Bakkerij Zomerdijk,1,doos,17.6
2023-10-04,BROOD01,Casinobrood 8 stuks,Bakkerij Zomerdijk,1,doos,17.6
2023-10-05,BROOD01,Casinobrood 8 stuks,Bakkerij Zomerdijk,1,doos,17.6
2023-10-06,BROOD01,Casinobrood 8 stuks,Bakkerij Zomerdijk,1,doos,17.6
2023-10-07,BROOD01,Casinobrood 8 stuks,Bakkerij Zomerdijk,3,doos,52.8
