datum,productcode,theoretisch_verbruik
2025-03-26,BROOD01,123.0
2025-03-26,BROOD02,16.0
2025-03-26,FRIS01,14.0
2025-03-26,FRIS02,10.0
2025-03-26,FRIS03,6.0
2025-03-26,KOF01,0.218
2025-03-26,VLEES01,16.0
2025-03-26,WIJN01,1.2
2025-03-26,WIJN02,1.8
2025-03-26,WIJN03,1.05
2025-03-26,ZUI01,2.55
2025-03-27,AARD01,5.88
2025-03-27,BIER01,11.0
2025-03-27,BIER02,5.0
2025-03-27,BROOD01,123.0
2025-03-27,BROOD02,17.0
2025-03-27,FRIS01,16.0
2025-03-27,FRIS02,8.0
2025-03-27,FRIS03,1.75
2025-03-27,KOF01,0.202
2025-03-27,VLEES01,17.0
2025-03-27,WIJN01,2.25
2025-03-27,WIJN02,2.1
2025-03-27,WIJN03,0.9
2025-03-27,ZUI01,2.25
2025-03-28,AARD01,8.26
2025-03-28,BIER01,22.75
2025-03-28,BIER02,17.0
2025-03-28,BROOD01,117.0
2025-03-28,BROOD02,14.0
2025-03-28,FRIS01,15.0
2025-03-28,FRIS02,13.0
2025-03-28,FRIS03,3.25
2025-03-28,KOF01,0.232
2025-03-28,VLEES01,14.0
2025-03-28,WIJN01,3.45
2025-03-28,WIJN02,2.4
2025-03-28,WIJN03,1.35
2025-03-28,ZUI01,3.3
2025-03-29,AARD01,8.54
2025-03-29,BIER01,14.75
2025-03-29,BIER02,24.0
2025-03-29,BROOD01,125.0
2025-03-29,BROOD02,19.0
2025-03-29,FRIS01,19.0
2025-03-29,FRIS02,21.0
2025-03-29,FRIS03,4.0
2025-03-29,KOF01,0.345
2025-03-29,VLEES01,19.0
2025-03-29,WIJN01,3.0
2025-03-29,WIJN02,4.2
2025-03-29,WIJN03,2.25
2025-03-29,ZUI01,3.0
2025-03-30,AARD01,8.26
2025-03-30,BIER01,12.75
2025-03-30,BIER02,6.0
2025-03-30,BROOD01,281.0
2025-03-30,BROOD02,20.0
2025-03-30,FRIS01,20.0
2025-03-30,FRIS02,16.0
2025-03-30,FRIS03,4.25
2025-03-30,KOF01,0.285
2025-03-30,VLEES01,20.0
2025-03-30,WIJN01,1.35
2025-03-30,WIJN02,1.8
2025-03-30,WIJN03,0.75
2025-03-30,ZUI01,2.55
2025-03-31,AARD01,4.34
2025-03-31,BIER01,10.75
2025-03-31,BIER02,7.0
2025-03-31,BROOD01,57.0
2025-03-31,BROOD02,8.0
2025-03-31,FRIS01,11.0
2025-03-31,FRIS02,11.0
2025-03-31,FRIS03,3.5
2025-03-31,KOF01,0.202
2025-03-31,VLEES01,8.0
2025-03-31,WIJN01,1.65
2025-03-31,WIJN02,2.4
2025-03-31,WIJN03,0.15
2025-03-31,ZUI01,1.8
2025-04-01,AARD01,4.76
2025-04-01,BIER01,4.75
2025-04-01,BIER02,7.0
2025-04-01,BROOD01,88.0
2025-04-01,BROOD02,12.0
2025-04-01,FRIS01,8.0
2025-04-01,FRIS02,13.0
2025-04-01,FRIS03,2.75
2025-04-01,KOF01,0.18
2025-04-01,VLEES01,12.0
2025-04-01,WIJN01,0.9
2025-04-01,WIJN02,1.65
2025-04-01,WIJN03,0.45
2025-04-01,ZUI01,2.25
2025-04-02,AARD01,6.44
2025-04-02,BIER01,10.25
2025-04-02,BIER02,7.0
2025-04-02,BROOD01,60.0
2025-04-02,BROOD02,14.0
2025-04-02,FRIS01,16.0
2025-04-02,FRIS02,22.0
2025-04-02,FRIS03,2.0
2025-04-02,KOF01,0.24
2025-04-02,VLEES01,14.0
2025-04-02,WIJN01,2.85
2025-04-02,WIJN02,1.8
2025-04-02,WIJN03,1.35
2025-04-02,ZUI01,1.95
2025-04-03,AARD01,7.0
2025-04-03,BIER01,11.75
2025-04-03,BIER02,13.0
2025-04-03,BROOD01,144.0
2025-04-03,BROOD02,20.0
2025-04-03,FRIS01,16.0
2025-04-03,FRIS02,21.0
2025-04-03,FRIS03,4.75
2025-04-03,KOF01,0.27
2025-04-03,VLEES01,20.0
2025-04-03,WIJN01,2.85
2025-04-03,WIJN02,1.65
2025-04-03,WIJN03,1.05
2025-04-03,ZUI01,2.55
2025-04-04,AARD01,8.96
2025-04-04,BIER01,27.0
2025-04-04,BIER02,34.0
2025-04-04,BROOD01,160.0
2025-04-04,BROOD02,18.0
2025-04-04,FRIS01,33.0
2025-04-04,FRIS02,37.0
2025-04-04,FRIS03,7.5
2025-04-04,KOF01,0.322
2025-04-04,VLEES01,18.0
2025-04-04,WIJN01,4.95
2025-04-04,WIJN02,4.8
2025-04-04,WIJN03,1.05
2025-04-04,ZUI01,3.6
2025-04-05,AARD01,14.42
2025-04-05,BIER01,18.5
2025-04-05,BIER02,20.0
2025-04-05,BROOD01,145.0
2025-04-05,BROOD02,23.0
2025-04-05,FRIS01,30.0
2025-04-05,FRIS02,20.0
2025-04-05,FRIS03,4.0
2025-04-05,KOF01,0.292
2025-04-05,VLEES01,23.0
2025-04-05,WIJN01,3.6
2025-04-05,WIJN02,3.15
2025-04-05,WIJN03,1.35
2025-04-05,ZUI01,3.15
2025-04-06,AARD01,4.34
2025-04-06,BIER01,10.25
2025-04-06,BIER02,8.0
2025-04-06,BROOD01,207.0
2025-04-06,BROOD02,11.0
2025-04-06,FRIS01,19.0
2025-04-06,FRIS02,22.0
2025-04-06,FRIS03,2.75
2025-04-06,KOF01,0.308
2025-04-06,VLEES01,11.0
2025-04-06,WIJN01,2.4
2025-04-06,WIJN02,1.2
2025-04-06,WIJN03,1.05
2025-04-06,ZUI01,3.6
2025-04-07,AARD01,1.96
2025-04-07,BIER01,6.75
2025-04-07,BIER02,2.0
2025-04-07,BROOD01,62.0
2025-04-07,BROOD02,6.0
2025-04-07,FRIS01,14.0
2025-04-07,FRIS02,13.0
2025-04-07,FRIS03,2.75
2025-04-07,KOF01,0.135
2025-04-07,VLEES01,6.0
2025-04-07,WIJN01,1.8
2025-04-07,WIJN02,1.5
2025-04-07,WIJN03,0.15
2025-04-07,ZUI01,1.2
2025-04-08,AARD01,4.62
2025-04-08,BIER01,12.5
2025-04-08,BIER02,6.0
2025-04-08,BROOD01,54.0
2025-04-08,BROOD02,11.0
2025-04-08,FRIS01,13.0
2025-04-08,FRIS02,16.0
2025-04-08,FRIS03,2.5
2025-04-08,KOF01,0.12
2025-04-08,VLEES01,11.0
2025-04-08,WIJN01,1.2
2025-04-08,WIJN02,1.35
2025-04-08,WIJN03,0.15
2025-04-08,ZUI01,1.2
2025-04-09,AARD01,5.18
2025-04-09,BIER01,5.75
2025-04-09,BIER02,4.0
2025-04-09,BROOD01,91.0
2025-04-09,BROOD02,11.0
2025-04-09,FRIS01,6.0
2025-04-09,FRIS02,12.0
2025-04-09,FRIS03,2.5
2025-04-09,KOF01,0.225
2025-04-09,VLEES01,11.0
2025-04-09,WIJN01,1.95
2025-04-09,WIJN02,1.65
2025-04-09,WIJN03,0.6
2025-04-09,ZUI01,1.95
2025-04-10,AARD01,5.18
2025-04-10,BIER01,8.75
2025-04-10,BIER02,5.0
2025-04-10,BROOD01,124.0
2025-04-10,BROOD02,14.0
2025-04-10,FRIS01,18.0
2025-04-10,FRIS02,22.0
2025-04-10,FRIS03,5.25
2025-04-10,KOF01,0.195
2025-04-10,VLEES01,14.0
2025-04-10,WIJN01,3.0
2025-04-10,WIJN02,1.95
2025-04-10,WIJN03,1.95
2025-04-10,ZUI01,1.35
2025-04-11,AARD01,7.56
2025-04-11,BIER01,24.0
2025-04-11,BIER02,30.0
2025-04-11,BROOD01,162.0
2025-04-11,BROOD02,17.0
2025-04-11,FRIS01,18.0
2025-04-11,FRIS02,19.0
2025-04-11,FRIS03,4.5
2025-04-11,KOF01,0.345
2025-04-11,VLEES01,17.0
2025-04-11,WIJN01,3.3
2025-04-11,WIJN02,2.85
2025-04-11,WIJN03,2.1
2025-04-11,ZUI01,3.3
2025-04-12,AARD01,7.0
2025-04-12,BIER01,25.25
2025-04-12,BIER02,24.0
2025-04-12,BROOD01,104.0
2025-04-12,BROOD02,11.0
2025-04-12,FRIS01,17.0
2025-04-12,FRIS02,22.0
2025-04-12,FRIS03,1.25
2025-04-12,KOF01,0.3
2025-04-12,VLEES01,11.0
2025-04-12,WIJN01,3.3
2025-04-12,WIJN02,5.4
2025-04-12,WIJN03,2.55
2025-04-12,ZUI01,3.75
2025-04-13,AARD01,6.44
2025-04-13,BIER01,15.25
2025-04-13,BIER02,6.0
2025-04-13,BROOD01,119.0
2025-04-13,BROOD02,13.0
2025-04-13,FRIS01,22.0
2025-04-13,FRIS02,20.0
2025-04-13,FRIS03,2.75
2025-04-13,KOF01,0.188
2025-04-13,VLEES01,13.0
2025-04-13,WIJN01,2.7
2025-04-13,WIJN02,2.7
2025-04-13,ZUI01,1.35
2025-04-14,AARD01,2.66
2025-04-14,BIER01,4.75
2025-04-14,BIER02,4.0
2025-04-14,BROOD01,58.0
2025-04-14,BROOD02,7.0
2025-04-14,FRIS01,11.0
2025-04-14,FRIS02,10.0
2025-04-14,FRIS03,2.5
2025-04-14,KOF01,0.165
2025-04-14,VLEES01,7.0
2025-04-14,WIJN01,0.9
2025-04-14,WIJN02,1.2
2025-04-14,WIJN03,0.15
2025-04-14,ZUI01,1.35
2025-04-15,AARD01,3.64
2025-04-15,BIER01,4.5
2025-04-15,BIER02,3.0
2025-04-15,BROOD01,125.0
2025-04-15,BROOD02,10.0
2025-04-15,FRIS01,7.0
2025-04-15,FRIS02,17.0
2025-04-15,FRIS03,4.0
2025-04-15,KOF01,0.158
2025-04-15,VLEES01,10.0
2025-04-15,WIJN01,2.1
2025-04-15,WIJN02,0.9
2025-04-15,WIJN03,0.6
2025-04-15,ZUI01,2.1
2025-04-16,AARD01,5.88
2025-04-16,BIER01,8.5
2025-04-16,BIER02,14.0
2025-04-16,BROOD01,152.0
2025-04-16,BROOD02,14.0
2025-04-16,FRIS01,23.0
2025-04-16,FRIS02,32.0
2025-04-16,FRIS03,3.5
2025-04-16,KOF01,0.285
2025-04-16,VLEES01,14.0
2025-04-16,WIJN01,1.5
2025-04-16,WIJN02,1.2
2025-04-16,WIJN03,0.75
2025-04-16,ZUI01,3.9
2025-04-17,AARD01,5.04
2025-04-17,BIER01,9.25
2025-04-17,BIER02,10.0
2025-04-17,BROOD01,178.0
2025-04-17,BROOD02,15.0
2025-04-17,FRIS01,10.0
2025-04-17,FRIS02,23.0
2025-04-17,FRIS03,5.25
2025-04-17,KOF01,0.24
2025-04-17,VLEES01,15.0
2025-04-17,WIJN01,1.2
2025-04-17,WIJN02,2.55
2025-04-17,WIJN03,0.15
2025-04-17,ZUI01,2.85
2025-04-18,AARD01,15.68
2025-04-18,BIER01,23.25
2025-04-18,BIER02,36.0
2025-04-18,BROOD01,201.0
2025-04-18,BROOD02,49.0
2025-04-18,FRIS01,19.0
2025-04-18,FRIS02,46.0
2025-04-18,FRIS03,3.75
2025-04-18,KOF01,0.412
2025-04-18,VLEES01,49.0
2025-04-18,WIJN01,4.5
2025-04-18,WIJN02,4.35
2025-04-18,WIJN03,1.95
2025-04-18,ZUI01,3.9
2025-04-19,AARD01,10.5
2025-04-19,BIER01,29.25
2025-04-19,BIER02,20.0
2025-04-19,BROOD01,163.0
2025-04-19,BROOD02,27.0
2025-04-19,FRIS01,24.0
2025-04-19,FRIS02,30.0
2025-04-19,FRIS03,4.5
2025-04-19,KOF01,0.277
2025-04-19,VLEES01,27.0
2025-04-19,WIJN01,5.7
2025-04-19,WIJN02,3.3
2025-04-19,WIJN03,3.15
2025-04-19,ZUI01,2.55
2025-04-20,AARD01,10.5
2025-04-20,BIER01,18.5
2025-04-20,BIER02,21.0
2025-04-20,BROOD01,223.0
2025-04-20,BROOD02,30.0
2025-04-20,FRIS01,25.0
2025-04-20,FRIS02,8.0
2025-04-20,FRIS03,11.0
2025-04-20,KOF01,0.502
2025-04-20,VLEES01,30.0
2025-04-20,WIJN01,2.55
2025-04-20,WIJN02,3.75
2025-04-20,WIJN03,0.45
2025-04-20,ZUI01,3.6
2025-04-21,AARD01,6.86
2025-04-21,BIER01,10.5
2025-04-21,BIER02,14.0
2025-04-21,BROOD01,118.0
2025-04-21,BROOD02,10.0
2025-04-21,FRIS01,12.0
2025-04-21,FRIS02,16.0
2025-04-21,FRIS03,5.5
2025-04-21,KOF01,0.262
2025-04-21,VLEES01,10.0
2025-04-21,WIJN01,1.35
2025-04-21,WIJN02,1.95
2025-04-21,WIJN03,0.6
2025-04-21,ZUI01,1.95
2025-04-22,AARD01,4.62
2025-04-22,BIER01,7.25
2025-04-22,BIER02,10.0
2025-04-22,BROOD01,140.0
2025-04-22,BROOD02,19.0
2025-04-22,FRIS01,17.0
2025-04-22,FRIS02,19.0
2025-04-22,FRIS03,3.0
2025-04-22,KOF01,0.345
2025-04-22,VLEES01,19.0
2025-04-22,WIJN01,1.95
2025-04-22,WIJN02,2.1
2025-04-22,WIJN03,0.6
2025-04-22,ZUI01,3.3
2025-04-23,AARD01,4.9
2025-04-23,BIER01,8.75
2025-04-23,BIER02,2.0
2025-04-23,BROOD01,131.0
2025-04-23,BROOD02,8.0
2025-04-23,FRIS01,5.0
2025-04-23,FRIS02,15.0
2025-04-23,FRIS03,2.25
2025-04-23,KOF01,0.172
2025-04-23,VLEES01,8.0
2025-04-23,WIJN01,1.05
2025-04-23,WIJN02,0.45
2025-04-23,WIJN03,0.6
2025-04-23,ZUI01,2.1
2025-04-24,AARD01,10.08
2025-04-24,BIER01,10.5
2025-04-24,BIER02,10.0
2025-04-24,BROOD01,194.0
2025-04-24,BROOD02,21.0
2025-04-24,FRIS01,26.0
2025-04-24,FRIS02,9.0
2025-04-24,FRIS03,3.5
2025-04-24,KOF01,0.225
2025-04-24,VLEES01,21.0
2025-04-24,WIJN01,1.5
2025-04-24,WIJN02,1.5
2025-04-24,WIJN03,0.9
2025-04-24,ZUI01,2.55
2025-04-25,AARD01,9.52
2025-04-25,BIER01,26.5
2025-04-25,BIER02,29.0
2025-04-25,BROOD01,212.0
2025-04-25,BROOD02,23.0
2025-04-25,FRIS01,25.0
2025-04-25,FRIS02,29.0
2025-04-25,FRIS03,7.75
2025-04-25,KOF01,0.397
2025-04-25,VLEES01,23.0
2025-04-25,WIJN01,4.8
2025-04-25,WIJN02,4.8
2025-04-25,WIJN03,2.1
2025-04-25,ZUI01,4.35
2025-04-26,AARD01,8.82
2025-04-26,BIER01,28.75
2025-04-26,BIER02,19.0
2025-04-26,BROOD01,174.0
2025-04-26,BROOD02,15.0
2025-04-26,FRIS01,35.0
2025-04-26,FRIS02,22.0
2025-04-26,FRIS03,2.5
2025-04-26,KOF01,0.285
2025-04-26,VLEES01,15.0
2025-04-26,WIJN01,4.95
2025-04-26,WIJN02,4.5
2025-04-26,WIJN03,1.35
2025-04-26,ZUI01,2.85
2025-04-27,AARD01,9.52
2025-04-27,BIER01,12.25
2025-04-27,BIER02,6.0
2025-04-27,BROOD01,235.0
2025-04-27,BROOD02,24.0
2025-04-27,FRIS01,22.0
2025-04-27,FRIS02,26.0
2025-04-27,FRIS03,7.0
2025-04-27,KOF01,0.428
2025-04-27,VLEES01,24.0
2025-04-27,WIJN01,2.4
2025-04-27,WIJN02,1.35
2025-04-27,WIJN03,1.2
2025-04-27,ZUI01,3.45
2025-04-28,AARD01,6.58
2025-04-28,BIER01,7.0
2025-04-28,BIER02,11.0
2025-04-28,BROOD01,31.0
2025-04-28,BROOD02,21.0
2025-04-28,FRIS01,10.0
2025-04-28,FRIS02,10.0
2025-04-28,FRIS03,2.0
2025-04-28,KOF01,0.24
2025-04-28,VLEES01,21.0
2025-04-28,WIJN01,1.65
2025-04-28,WIJN02,1.5
2025-04-28,WIJN03,0.45
2025-04-28,ZUI01,2.7
2025-04-29,AARD01,6.58
2025-04-29,BIER01,19.75
2025-04-29,BIER02,12.0
2025-04-29,BROOD01,116.0
2025-04-29,BROOD02,16.0
2025-04-29,FRIS01,12.0
2025-04-29,FRIS02,13.0
2025-04-29,FRIS03,1.25
2025-04-29,KOF01,0.158
2025-04-29,VLEES01,16.0
2025-04-29,WIJN01,1.95
2025-04-29,WIJN02,3.9
2025-04-29,WIJN03,0.3
2025-04-29,ZUI01,1.35
2025-04-30,AARD01,4.48
2025-04-30,BIER01,10.25
2025-04-30,BIER02,4.0
2025-04-30,BROOD01,144.0
2025-04-30,BROOD02,10.0
2025-04-30,FRIS01,4.0
2025-04-30,FRIS02,11.0
2025-04-30,FRIS03,2.5
2025-04-30,KOF01,0.277
2025-04-30,VLEES01,10.0
2025-04-30,WIJN01,1.35
2025-04-30,WIJN02,1.5
2025-04-30,WIJN03,1.05
2025-04-30,ZUI01,2.1
2025-05-01,AARD01,5.88
2025-05-01,BIER01,6.0
2025-05-01,BIER02,5.0
2025-05-01,BROOD01,138.0
2025-05-01,BROOD02,20.0
2025-05-01,FRIS01,12.0
2025-05-01,FRIS02,7.0
2025-05-01,FRIS03,2.0
2025-05-01,KOF01,0.202
2025-05-01,VLEES01,20.0
2025-05-01,WIJN01,2.55
2025-05-01,WIJN02,1.2
2025-05-01,WIJN03,0.75
2025-05-01,ZUI01,2.1
2025-05-02,AARD01,7.7
2025-05-02,BIER01,36.25
2025-05-02,BIER02,32.0
2025-05-02,BROOD01,127.0
2025-05-02,BROOD02,16.0
2025-05-02,FRIS01,27.0
2025-05-02,FRIS02,27.0
2025-05-02,FRIS03,3.75
2025-05-02,KOF01,0.39
2025-05-02,VLEES01,16.0
2025-05-02,WIJN01,3.75
2025-05-02,WIJN02,3.6
2025-05-02,WIJN03,1.8
2025-05-02,ZUI01,3.3
2025-05-03,AARD01,7.98
2025-05-03,BIER01,20.25
2025-05-03,BIER02,14.0
2025-05-03,BROOD01,166.0
2025-05-03,BROOD02,18.0
2025-05-03,FRIS01,25.0
2025-05-03,FRIS02,16.0
2025-05-03,FRIS03,4.25
2025-05-03,KOF01,0.442
2025-05-03,VLEES01,18.0
2025-05-03,WIJN01,3.0
2025-05-03,WIJN02,3.75
2025-05-03,WIJN03,1.8
2025-05-03,ZUI01,4.65
2025-05-04,AARD01,8.82
2025-05-04,BIER01,12.0
2025-05-04,BIER02,10.0
2025-05-04,BROOD01,190.0
2025-05-04,BROOD02,25.0
2025-05-04,FRIS01,24.0
2025-05-04,FRIS02,30.0
2025-05-04,FRIS03,6.25
2025-05-04,KOF01,0.442
2025-05-04,VLEES01,25.0
2025-05-04,WIJN01,3.15
2025-05-04,WIJN02,1.05
2025-05-04,WIJN03,0.75
2025-05-04,ZUI01,5.25
2025-05-05,AARD01,5.74
2025-05-05,BIER01,6.25
2025-05-05,BIER02,7.0
2025-05-05,BROOD01,98.0
2025-05-05,BROOD02,12.0
2025-05-05,FRIS01,17.0
2025-05-05,FRIS02,15.0
2025-05-05,FRIS03,4.0
2025-05-05,KOF01,0.082
2025-05-05,VLEES01,12.0
2025-05-05,WIJN01,2.4
2025-05-05,WIJN02,1.05
2025-05-05,WIJN03,0.9
2025-05-05,ZUI01,1.05
2025-05-06,AARD01,7.98
2025-05-06,BIER01,12.5
2025-05-06,BIER02,15.0
2025-05-06,BROOD01,146.0
2025-05-06,BROOD02,16.0
2025-05-06,FRIS01,17.0
2025-05-06,FRIS02,17.0
2025-05-06,FRIS03,1.25
2025-05-06,KOF01,0.248
2025-05-06,VLEES01,16.0
2025-05-06,WIJN01,2.25
2025-05-06,WIJN02,2.4
2025-05-06,WIJN03,1.05
2025-05-06,ZUI01,2.7
2025-05-07,AARD01,6.72
2025-05-07,BIER01,15.25
2025-05-07,BIER02,13.0
2025-05-07,BROOD01,134.0
2025-05-07,BROOD02,16.0
2025-05-07,FRIS01,27.0
2025-05-07,FRIS02,14.0
2025-05-07,FRIS03,3.0
2025-05-07,KOF01,0.3
2025-05-07,VLEES01,16.0
2025-05-07,WIJN01,2.4
2025-05-07,WIJN02,2.55
2025-05-07,WIJN03,1.2
2025-05-07,ZUI01,2.7
2025-05-08,AARD01,6.3
2025-05-08,BIER01,6.75
2025-05-08,BIER02,5.0
2025-05-08,BROOD01,140.0
2025-05-08,BROOD02,14.0
2025-05-08,FRIS01,18.0
2025-05-08,FRIS02,10.0
2025-05-08,FRIS03,3.25
2025-05-08,KOF01,0.277
2025-05-08,VLEES01,14.0
2025-05-08,WIJN01,3.15
2025-05-08,WIJN02,2.7
2025-05-08,WIJN03,0.15
2025-05-08,ZUI01,2.85
2025-05-09,AARD01,11.2
2025-05-09,BIER01,31.25
2025-05-09,BIER02,25.0
2025-05-09,BROOD01,208.0
2025-05-09,BROOD02,26.0
2025-05-09,FRIS01,30.0
2025-05-09,FRIS02,27.0
2025-05-09,FRIS03,5.25
2025-05-09,KOF01,0.33
2025-05-09,VLEES01,26.0
2025-05-09,WIJN01,6.6
2025-05-09,WIJN02,2.4
2025-05-09,WIJN03,2.4
2025-05-09,ZUI01,3.15
2025-05-10,AARD01,8.68
2025-05-10,BIER01,26.75
2025-05-10,BIER02,21.0
2025-05-10,BROOD01,201.0
2025-05-10,BROOD02,33.0
2025-05-10,FRIS01,27.0
2025-05-10,FRIS02,32.0
2025-05-10,FRIS03,4.75
2025-05-10,KOF01,0.165
2025-05-10,VLEES01,33.0
2025-05-10,WIJN01,3.6
2025-05-10,WIJN02,4.95
2025-05-10,WIJN03,2.1
2025-05-10,ZUI01,1.65
2025-05-11,AARD01,7.0
2025-05-11,BIER01,19.75
2025-05-11,BIER02,12.0
2025-05-11,BROOD01,226.0
2025-05-11,BROOD02,12.0
2025-05-11,FRIS01,20.0
2025-05-11,FRIS02,22.0
2025-05-11,FRIS03,3.0
2025-05-11,KOF01,0.397
2025-05-11,VLEES01,12.0
2025-05-11,WIJN01,2.7
2025-05-11,WIJN02,3.6
2025-05-11,WIJN03,0.45
2025-05-11,ZUI01,2.7
2025-05-12,AARD01,5.6
2025-05-12,BIER01,10.0
2025-05-12,BIER02,10.0
2025-05-12,BROOD01,206.0
2025-05-12,BROOD02,17.0
2025-05-12,FRIS01,25.0
2025-05-12,FRIS02,15.0
2025-05-12,FRIS03,4.0
2025-05-12,KOF01,0.225
2025-05-12,VLEES01,17.0
2025-05-12,WIJN01,0.6
2025-05-12,WIJN02,1.65
2025-05-12,ZUI01,2.7
2025-05-13,AARD01,4.76
2025-05-13,BIER01,12.0
2025-05-13,BIER02,14.0
2025-05-13,BROOD01,145.0
2025-05-13,BROOD02,13.0
2025-05-13,FRIS01,10.0
2025-05-13,FRIS02,24.0
2025-05-13,FRIS03,2.25
2025-05-13,KOF01,0.195
2025-05-13,VLEES01,13.0
2025-05-13,WIJN01,1.95
2025-05-13,WIJN02,2.1
2025-05-13,WIJN03,0.6
2025-05-13,ZUI01,2.25
2025-05-14,AARD01,9.24
2025-05-14,BIER01,16.5
2025-05-14,BIER02,16.0
2025-05-14,BROOD01,172.0
2025-05-14,BROOD02,27.0
2025-05-14,FRIS01,21.0
2025-05-14,FRIS02,15.0
2025-05-14,FRIS03,4.75
2025-05-14,KOF01,0.39
2025-05-14,VLEES01,27.0
2025-05-14,WIJN01,3.0
2025-05-14,WIJN02,2.7
2025-05-14,WIJN03,0.9
2025-05-14,ZUI01,3.15
2025-05-15,AARD01,8.96
2025-05-15,BIER01,10.75
2025-05-15,BIER02,19.0
2025-05-15,BROOD01,137.0
2025-05-15,BROOD02,26.0
2025-05-15,FRIS01,13.0
2025-05-15,FRIS02,13.0
2025-05-15,FRIS03,5.25
2025-05-15,KOF01,0.27
2025-05-15,VLEES01,26.0
2025-05-15,WIJN01,3.15
2025-05-15,WIJN02,3.0
2025-05-15,WIJN03,1.5
2025-05-15,ZUI01,2.85
2025-05-16,AARD01,12.46
2025-05-16,BIER01,34.25
2025-05-16,BIER02,41.0
2025-05-16,BROOD01,198.0
2025-05-16,BROOD02,22.0
2025-05-16,FRIS01,30.0
2025-05-16,FRIS02,18.0
2025-05-16,FRIS03,8.25
2025-05-16,KOF01,0.555
2025-05-16,VLEES01,22.0
2025-05-16,WIJN01,5.1
2025-05-16,WIJN02,4.2
2025-05-16,WIJN03,2.1
2025-05-16,ZUI01,7.2
2025-05-17,AARD01,14.14
2025-05-17,BIER01,27.5
2025-05-17,BIER02,27.0
2025-05-17,BROOD01,226.0
2025-05-17,BROOD02,37.0
2025-05-17,FRIS01,33.0
2025-05-17,FRIS02,40.0
2025-05-17,FRIS03,7.75
2025-05-17,KOF01,0.54
2025-05-17,VLEES01,37.0
2025-05-17,WIJN01,4.65
2025-05-17,WIJN02,3.9
2025-05-17,WIJN03,1.05
2025-05-17,ZUI01,6.3
2025-05-18,AARD01,7.28
2025-05-18,BIER01,11.25
2025-05-18,BIER02,14.0
2025-05-18,BROOD01,148.0
2025-05-18,BROOD02,25.0
2025-05-18,FRIS01,16.0
2025-05-18,FRIS02,22.0
2025-05-18,FRIS03,3.0
2025-05-18,KOF01,0.36
2025-05-18,VLEES01,25.0
2025-05-18,WIJN01,2.4
2025-05-18,WIJN02,1.95
2025-05-18,WIJN03,1.2
2025-05-18,ZUI01,2.85
2025-05-19,AARD01,6.86
2025-05-19,BIER01,8.75
2025-05-19,BIER02,6.0
2025-05-19,BROOD01,89.0
2025-05-19,BROOD02,17.0
2025-05-19,FRIS01,18.0
2025-05-19,FRIS02,18.0
2025-05-19,FRIS03,3.5
2025-05-19,KOF01,0.248
2025-05-19,VLEES01,17.0
2025-05-19,WIJN01,1.65
2025-05-19,WIJN02,2.1
2025-05-19,WIJN03,0.45
2025-05-19,ZUI01,1.65
2025-05-20,AARD01,8.4
2025-05-20,BIER01,13.25
2025-05-20,BIER02,15.0
2025-05-20,BROOD01,151.0
2025-05-20,BROOD02,15.0
2025-05-20,FRIS01,12.0
2025-05-20,FRIS02,13.0
2025-05-20,FRIS03,3.5
2025-05-20,KOF01,0.255
2025-05-20,VLEES01,15.0
2025-05-20,WIJN01,3.3
2025-05-20,WIJN02,2.55
2025-05-20,WIJN03,0.45
2025-05-20,ZUI01,2.25
2025-05-21,AARD01,6.16
2025-05-21,BIER01,10.75
2025-05-21,BIER02,9.0
2025-05-21,BROOD01,118.0
2025-05-21,BROOD02,14.0
2025-05-21,FRIS01,20.0
2025-05-21,FRIS02,12.0
2025-05-21,FRIS03,2.75
2025-05-21,KOF01,0.277
2025-05-21,VLEES01,14.0
2025-05-21,WIJN01,3.3
2025-05-21,WIJN02,2.7
2025-05-21,WIJN03,0.6
2025-05-21,ZUI01,2.25
2025-05-22,AARD01,6.3
2025-05-22,BIER01,11.5
2025-05-22,BIER02,9.0
2025-05-22,BROOD01,122.0
2025-05-22,BROOD02,13.0
2025-05-22,FRIS01,22.0
2025-05-22,FRIS02,15.0
2025-05-22,FRIS03,6.0
2025-05-22,KOF01,0.24
2025-05-22,VLEES01,13.0
2025-05-22,WIJN01,4.95
2025-05-22,WIJN02,2.55
2025-05-22,WIJN03,1.05
2025-05-22,ZUI01,2.4
2025-05-23,AARD01,10.22
2025-05-23,BIER01,32.5
2025-05-23,BIER02,37.0
2025-05-23,BROOD01,172.0
2025-05-23,BROOD02,16.0
2025-05-23,FRIS01,30.0
2025-05-23,FRIS02,22.0
2025-05-23,FRIS03,3.0
2025-05-23,KOF01,0.308
2025-05-23,VLEES01,16.0
2025-05-23,WIJN01,5.85
2025-05-23,WIJN02,3.45
2025-05-23,WIJN03,2.1
2025-05-23,ZUI01,2.25
2025-05-24,AARD01,17.78
2025-05-24,BIER01,31.0
2025-05-24,BIER02,31.0
2025-05-24,BROOD01,228.0
2025-05-24,BROOD02,49.0
2025-05-24,FRIS01,37.0
2025-05-24,FRIS02,49.0
2025-05-24,FRIS03,6.75
2025-05-24,KOF01,0.63
2025-05-24,VLEES01,49.0
2025-05-24,WIJN01,7.5
2025-05-24,WIJN02,6.0
2025-05-24,WIJN03,1.95
2025-05-24,ZUI01,6.15
2025-05-25,AARD01,12.04
