datum,weekdag,omzet,aantal_orders,ingeroosterde_uren,benodigde_uren_norm,loonkosten,omzet_per_uur,temp_c,neerslag_mm,zon_index,event
2025-03-22,Saturday,5204.94,152,51.5,48.4,865.2,101.07,10.2,3.5,0.12,
2025-03-23,Sunday,3349.12,114,35.3,31.1,593.04,94.88,7.8,0.0,0.27,
2025-03-24,Monday,2116.1,74,27.7,19.7,465.36,76.39,2.2,0.0,0.42,
2025-03-25,Tuesday,2614.02,91,27.8,24.3,467.04,94.03,10.3,3.8,0.27,
2025-03-26,Wednesday,3305.46,109,32.0,30.7,537.6,103.3,7.0,0.0,0.25,
2025-03-27,Thursday,3264.73,105,39.2,30.3,658.56,83.28,-0.5,0.0,0.55,
2025-03-28,Friday,4349.65,140,51.3,40.4,861.84,84.79,8.9,3.6,0.1,
2025-03-29,Saturday,4517.63,127,55.1,42.0,925.68,81.99,3.1,1.6,0.02,
2025-03-30,Sunday,4207.58,120,42.4,39.1,712.32,99.24,3.9,4.5,0.0,
2025-03-31,Monday,2341.54,77,24.1,21.8,404.88,97.16,6.1,0.0,0.54,
2025-04-01,Tuesday,2139.93,68,25.5,19.9,428.4,83.92,12.4,5.9,0.04,
2025-04-02,Wednesday,3057.52,82,31.5,28.4,529.2,97.06,7.2,12.8,0.0,
2025-04-03,Thursday,3494.28,115,36.5,32.5,613.2,95.73,9.4,0.0,0.26,
2025-04-04,Friday,5822.94,193,44.9,54.1,754.32,129.69,14.3,0.0,0.56,Kaasmarkt
2025-04-05,Saturday,5353.72,145,52.8,49.8,887.04,101.4,14.0,17.1,0.0,
2025-04-06,Sunday,3224.36,114,41.6,30.0,698.88,77.51,8.7,0.0,0.34,
2025-04-07,Monday,1648.47,53,26.2,15.3,440.16,62.92,8.4,1.2,0.51,
2025-04-08,Tuesday,2293.03,66,27.3,21.3,458.64,83.99,5.3,0.0,0.33,
2025-04-09,Wednesday,2336.77,77,32.8,21.7,551.04,71.24,7.2,1.5,0.0,
2025-04-10,Thursday,3223.6,114,40.0,30.0,672.0,80.59,10.9,0.0,0.45,
2025-04-11,Friday,4478.9,157,43.4,41.6,729.12,103.2,11.0,1.0,0.25,Kaasmarkt
2025-04-12,Saturday,4437.01,152,50.5,41.2,848.4,87.86,10.2,0.0,0.32,
2025-04-13,Sunday,3233.07,114,37.6,30.0,631.68,85.99,13.2,0.0,0.54,
2025-04-14,Monday,1684.12,56,24.7,15.7,414.96,68.18,7.7,9.0,0.0,
2025-04-15,Tuesday,2282.99,74,28.0,21.2,470.4,81.54,10.1,5.3,0.23,
2025-04-16,Wednesday,3395.43,113,28.6,31.6,480.48,118.72,12.8,0.0,0.35,
2025-04-17,Thursday,3714.39,122,39.3,34.5,660.24,94.51,12.5,0.0,0.26,
2025-04-18,Friday,6965.22,213,52.9,64.7,888.72,131.67,14.2,0.0,1.0,Kaasmarkt
2025-04-19,Saturday,5490.02,176,50.7,51.0,851.76,108.28,12.2,0.0,0.28,
2025-04-20,Sunday,5271.86,160,35.4,49.0,594.72,148.92,10.1,0.0,0.5,Eerste Paasdag
2025-04-21,Monday,2955.36,103,27.2,27.5,456.96,108.65,12.4,0.0,0.47,Tweede Paasdag
2025-04-22,Tuesday,2794.24,94,28.5,26.0,478.8,98.04,8.1,0.0,0.36,
2025-04-23,Wednesday,2206.39,68,31.5,20.5,529.2,70.04,6.2,0.0,0.42,
2025-04-24,Thursday,4277.5,117,32.5,39.8,546.0,131.62,13.5,0.0,0.42,
2025-04-25,Friday,6302.87,189,49.7,58.6,834.96,126.82,11.6,1.9,0.22,Kaasmarkt
2025-04-26,Saturday,5743.03,190,52.9,53.4,888.72,108.56,12.9,4.3,0.24,
2025-04-27,Sunday,4578.98,169,39.5,42.6,663.6,115.92,6.6,3.7,0.14,Koningsdag
2025-04-28,Monday,2731.9,76,23.1,25.4,388.08,118.26,11.0,1.5,0.35,
2025-04-29,Tuesday,3193.25,93,25.9,29.7,435.12,123.29,10.4,0.0,0.23,
2025-04-30,Wednesday,2960.05,87,29.3,27.5,492.24,101.03,9.7,4.0,0.16,
2025-05-01,Thursday,2972.97,81,35.5,27.6,596.4,83.75,5.4,0.2,0.39,
2025-05-02,Friday,5301.89,185,50.9,49.3,855.12,104.16,11.7,0.0,0.25,Kaasmarkt
2025-05-03,Saturday,4964.38,176,54.4,46.1,913.92,91.26,15.8,0.3,0.75,
2025-05-04,Sunday,4198.83,153,37.6,39.0,631.68,111.67,14.3,0.5,0.71,
2025-05-05,Monday,2590.41,87,30.4,24.1,510.72,85.21,11.3,0.0,0.44,Bevrijdingsdag
2025-05-06,Tuesday,4266.99,113,26.2,39.7,440.16,162.86,13.3,0.0,0.26,
2025-05-07,Wednesday,3578.84,126,28.9,33.3,485.52,123.84,15.9,0.0,1.0,
2025-05-08,Thursday,3472.05,94,33.7,32.3,566.16,103.03,4.8,0.0,0.54,
2025-05-09,Friday,5746.86,196,46.8,53.4,786.24,122.8,13.3,0.0,0.39,Kaasmarkt
2025-05-10,Saturday,5460.53,176,58.2,50.7,977.76,93.82,15.6,0.0,0.39,
2025-05-11,Sunday,4711.82,162,42.3,43.8,710.64,111.39,16.2,0.0,0.94,
2025-05-12,Monday,3830.06,116,27.0,35.6,453.6,141.85,19.6,0.0,1.0,
2025-05-13,Tuesday,3206.21,103,30.7,29.8,515.76,104.44,17.9,2.1,0.71,
2025-05-14,Wednesday,4783.81,139,32.6,44.5,547.68,146.74,15.4,0.0,1.0,
2025-05-15,Thursday,4324.86,124,30.6,40.2,514.08,141.34,15.5,1.5,1.0,
2025-05-16,Friday,6944.99,243,53.1,64.5,892.08,130.79,17.2,2.5,0.91,Kaasmarkt
2025-05-17,Saturday,7078.94,251,54.6,65.8,917.28,129.65,13.1,0.0,0.32,
2025-05-18,Sunday,3761.18,128,40.0,35.0,672.0,94.03,14.8,0.0,0.74,
2025-05-19,Monday,3157.06,107,24.3,29.3,408.24,129.92,17.9,2.0,0.72,
2025-05-20,Tuesday,4455.3,137,25.9,41.4,435.12,172.02,21.4,0.0,0.92,
2025-05-21,Wednesday,3277.12,102,33.2,30.5,557.76,98.71,14.8,0.0,1.0,
2025-05-22,Thursday,3364.08,121,36.9,31.3,619.92,91.17,15.3,0.0,1.0,
2025-05-23,Friday,6094.42,203,42.4,56.6,712.32,143.74,16.2,3.2,0.65,Kaasmarkt
2025-05-24,Saturday,8463.18,265,54.1,78.6,908.88,156.44,19.9,0.0,0.92,
2025-05-25,Sunday,5314.9,147,37.6,49.4,631.68,141.35,15.7,2.5,0.9,
2025-05-26,Monday,2902.45,97,30.2,27.0,507.36,96.11,20.6,0.0,0.39,
2025-05-27,Tuesday,4008.67,105,29.9,37.3,502.32,134.07,12.9,0.0,0.26,
2025-05-28,Wednesday,3646.9,128,32.0,33.9,537.6,113.97,15.5,0.0,0.65,
2025-05-29,Thursday,5619.13,193,34.4,52.2,577.92,163.35,15.6,0.0,0.84,Hemelvaartsdag
2025-05-30,Friday,7533.2,247,46.7,70.0,784.56,161.31,18.8,0.0,0.82,Kaasmarkt
2025-05-31,Saturday,8515.49,251,56.0,79.1,940.8,152.06,19.8,5.0,0.57,
2025-06-01,Sunday,3579.47,120,48.8,33.3,819.84,73.35,11.7,2.9,0.1,
2025-06-02,Monday,2854.08,107,30.0,26.5,504.0,95.14,13.7,0.0,0.43,
2025-06-03,Tuesday,3984.47,110,29.8,37.0,500.64,133.71,17.8,1.7,0.91,
2025-06-04,Wednesday,4282.43,112,35.2,39.8,591.36,121.66,14.7,0.0,0.39,
2025-06-05,Thursday,4212.3,126,38.3,39.1,643.44,109.98,12.0,5.3,0.09,
2025-06-06,Friday,8284.2,275,47.7,77.0,801.36,173.67,20.3,0.0,0.55,Kaasmarkt
2025-06-07,Saturday,5836.09,170,66.3,54.2,1113.84,88.03,18.7,10.4,0.92,
2025-06-08,Sunday,5334.01,171,39.6,49.6,665.28,134.7,18.8,2.2,0.65,
2025-06-09,Monday,3291.09,107,29.7,30.6,498.96,110.81,15.8,0.0,0.78,Pinksteren
2025-06-10,Tuesday,4768.26,145,27.2,44.3,456.96,175.3,20.7,3.5,0.76,Kermis
2025-06-11,Wednesday,6668.58,201,33.2,62.0,557.76,200.86,16.7,0.0,0.84,Kermis
2025-06-12,Thursday,7174.74,202,37.4,66.7,628.32,191.84,21.1,0.0,0.89,Kermis
2025-06-13,Friday,8184.16,259,58.7,76.1,986.16,139.42,14.7,0.0,1.0,Kaasmarkt
2025-06-14,Saturday,9977.63,295,63.9,92.7,1073.52,156.14,15.0,0.0,0.98,Kermis
2025-06-15,Sunday,6431.83,221,40.9,59.8,687.12,157.26,18.4,0.0,1.0,
2025-06-16,Monday,3437.11,98,27.9,31.9,468.72,123.19,15.6,0.0,1.0,
2025-06-17,Tuesday,3239.85,106,27.1,30.1,455.28,119.55,20.1,0.0,0.6,
2025-06-18,Wednesday,3879.3,128,34.6,36.1,581.28,112.12,18.8,0.0,1.0,
2025-06-19,Thursday,4463.24,137,38.8,41.5,651.84,115.03,15.1,0.0,1.0,
2025-06-20,Friday,8152.14,274,56.3,75.8,945.84,144.8,18.4,0.0,1.0,Kaasmarkt
2025-06-21,Saturday,6932.54,233,61.3,64.4,1029.84,113.09,17.1,0.0,0.63,
2025-06-22,Sunday,6705.1,210,47.2,62.3,792.96,142.06,21.2,0.0,1.0,
2025-06-23,Monday,3886.83,104,27.6,36.1,463.68,140.83,16.3,0.0,1.0,
2025-06-24,Tuesday,3925.88,113,30.0,36.5,504.0,130.86,17.0,2.9,0.59,
2025-06-25,Wednesday,6282.03,162,36.7,58.4,616.56,171.17,22.3,0.0,1.0,
2025-06-26,Thursday,5415.67,181,39.8,50.3,668.64,136.07,25.6,0.0,1.0,
2025-06-27,Friday,10401.56,304,58.0,96.7,974.4,179.34,24.9,1.5,0.76,Kaasmarkt
2025-06-28,Saturday,8816.64,274,52.7,81.9,885.36,167.3,18.8,0.0,0.97,
2025-06-29,Sunday,5878.82,201,44.3,54.6,744.24,132.7,19.3,0.0,1.0,
2025-06-30,Monday,3468.0,110,26.9,32.2,451.92,128.92,23.6,0.0,1.0,
2025-07-01,Tuesday,3857.26,111,29.1,35.8,488.88,132.55,18.3,0.0,1.0,
2025-07-02,Wednesday,4662.01,139,30.2,43.3,507.36,154.37,15.6,0.6,1.0,
2025-07-03,Thursday,4498.95,152,41.0,41.8,688.8,109.73,19.1,14.9,0.62,
2025-07-04,Friday,6395.34,224,50.0,59.4,840.0,127.91,20.2,0.0,0.52,Kaasmarkt
2025-07-05,Saturday,8029.24,245,52.6,74.6,883.68,152.65,16.2,0.0,0.75,
2025-07-06,Sunday,4754.02,161,41.8,44.2,702.24,113.73,13.6,5.3,0.0,
2025-07-07,Monday,2930.41,102,28.7,27.2,482.16,102.1,14.3,0.0,0.94,
2025-07-08,Tuesday,4502.38,126,30.0,41.8,504.0,150.08,21.0,0.0,1.0,
2025-07-09,Wednesday,5284.38,189,34.5,49.1,579.6,153.17,16.5,1.4,1.0,
2025-07-10,Thursday,6243.6,205,35.4,58.0,594.72,176.37,18.5,0.0,0.58,
2025-07-11,Friday,9547.22,296,55.5,88.7,932.4,172.02,19.6,0.0,0.81,Kaasmarkt
2025-07-12,Saturday,10985.29,334,59.8,102.1,1004.64,183.7,21.0,1.1,1.0,
2025-07-13,Sunday,7435.31,226,42.1,69.1,707.28,176.61,17.9,0.0,0.74,
2025-07-14,Monday,3204.2,107,31.1,29.8,522.48,103.03,20.6,0.0,0.88,
2025-07-15,Tuesday,4850.3,167,29.6,45.1,497.28,163.86,16.1,4.6,0.77,
2025-07-16,Wednesday,4733.79,136,34.9,44.0,586.32,135.64,17.8,0.0,0.33,
2025-07-17,Thursday,5753.49,168,38.8,53.5,651.84,148.29,15.7,0.0,1.0,
2025-07-18,Friday,9210.44,288,50.5,85.6,848.4,182.38,22.6,0.0,1.0,Kaasmarkt
2025-07-19,Saturday,8812.45,283,56.1,81.9,942.48,157.08,18.9,0.0,1.0,
2025-07-20,Sunday,5156.1,161,45.4,47.9,762.72,113.57,16.6,0.0,0.6,
2025-07-21,Monday,3130.32,110,27.3,29.1,458.64,114.66,17.8,2.1,0.56,
2025-07-22,Tuesday,5244.41,152,30.7,48.7,515.76,170.83,18.3,0.0,0.72,
2025-07-23,Wednesday,5389.23,168,37.2,50.1,624.96,144.87,21.2,2.8,0.85,
2025-07-24,Thursday,5555.19,152,42.4,51.6,712.32,131.02,13.8,0.0,0.36,
2025-07-25,Friday,10426.59,343,45.7,96.9,767.76,228.15,15.6,0.0,0.95,Kaasmarkt
2025-07-26,Saturday,8025.65,248,55.1,74.6,925.68,145.66,17.7,0.0,1.0,
2025-07-27,Sunday,8654.48,260,43.8,80.4,735.84,197.59,27.0,0.0,1.0,
2025-07-28,Monday,3801.69,119,29.7,35.3,498.96,128.0,21.9,0.0,0.68,
2025-07-29,Tuesday,4425.78,138,28.0,41.1,470.4,158.06,18.4,0.0,0.7,
2025-07-30,Wednesday,5631.73,171,37.1,52.3,623.28,151.8,21.0,0.0,1.0,
2025-07-31,Thursday,7435.36,204,40.1,69.1,673.68,185.42,25.3,0.0,0.81,
2025-08-01,Friday,9179.49,299,45.7,85.3,767.76,200.86,18.0,0.0,1.0,Kaasmarkt
2025-08-02,Saturday,7586.33,249,61.7,70.5,1036.56,122.96,17.5,0.0,1.0,
2025-08-03,Sunday,6058.34,197,39.7,56.3,666.96,152.6,22.5,0.0,0.74,
2025-08-04,Monday,4196.61,127,27.0,39.0,453.6,155.43,20.2,0.0,0.82,
2025-08-05,Tuesday,4552.58,140,30.4,42.3,510.72,149.76,20.7,0.0,0.93,
2025-08-06,Wednesday,3604.59,125,35.4,33.5,594.72,101.82,16.8,3.7,0.45,
2025-08-07,Thursday,5279.36,180,40.9,49.1,687.12,129.08,24.6,0.0,0.6,
2025-08-08,Friday,9023.57,300,46.5,83.9,781.2,194.06,23.8,0.0,0.78,Kaasmarkt
2025-08-09,Saturday,8892.32,282,62.6,82.6,1051.68,142.05,20.1,0.0,1.0,
2025-08-10,Sunday,5885.9,207,45.6,54.7,766.08,129.08,20.4,0.0,0.77,
2025-08-11,Monday,2914.83,97,26.5,27.1,445.2,109.99,11.7,0.0,0.33,
2025-08-12,Tuesday,4331.46,128,28.5,40.3,478.8,151.98,20.2,0.0,0.76,
2025-08-13,Wednesday,4415.44,151,35.5,41.0,596.4,124.38,17.4,0.0,0.48,
2025-08-14,Thursday,4930.01,156,36.4,45.8,611.52,135.44,19.4,0.0,1.0,
2025-08-15,Friday,6288.74,203,54.0,58.4,907.2,116.46,20.1,0.7,0.13,Kaasmarkt
2025-08-16,Saturday,8161.33,249,57.6,75.8,967.68,141.69,16.8,1.8,0.61,
2025-08-17,Sunday,4313.61,137,40.4,40.1,678.72,106.77,12.4,0.0,0.42,
2025-08-18,Monday,3314.15,101,28.8,30.8,483.84,115.07,18.9,0.0,0.47,
2025-08-19,Tuesday,3432.8,111,32.9,31.9,552.72,104.34,15.3,0.0,1.0,
2025-08-20,Wednesday,4320.15,136,35.7,40.1,599.76,121.01,16.5,7.8,0.91,
2025-08-21,Thursday,4108.99,129,42.8,38.2,719.04,96.0,15.5,0.0,0.64,
2025-08-22,Friday,8914.3,257,52.6,82.8,883.68,169.47,16.3,2.5,0.85,Kaasmarkt
2025-08-23,Saturday,5870.15,181,61.2,54.6,1028.16,95.92,9.9,0.0,0.22,
2025-08-24,Sunday,4295.88,162,47.9,39.9,804.72,89.68,21.1,0.0,1.0,
2025-08-25,Monday,3069.67,86,28.9,28.5,485.52,106.22,17.9,0.0,0.93,
2025-08-26,Tuesday,4602.97,133,32.3,42.8,542.64,142.51,20.6,0.0,0.97,
2025-08-27,Wednesday,5236.97,163,35.1,48.7,589.68,149.2,23.3,0.0,1.0,
2025-08-28,Thursday,5353.07,170,32.9,49.7,552.72,162.71,16.9,0.0,1.0,
2025-08-29,Friday,8241.3,271,48.2,76.6,809.76,170.98,11.0,0.0,0.52,Kaasmarkt
2025-08-30,Saturday,6668.84,217,63.1,62.0,1060.08,105.69,13.8,0.0,0.43,
2025-08-31,Sunday,4949.66,150,43.0,46.0,722.4,115.11,12.7,0.0,0.21,
2025-09-01,Monday,3363.01,95,28.4,31.3,477.12,118.42,14.8,0.0,0.99,
2025-09-02,Tuesday,4336.05,118,26.8,40.3,450.24,161.79,16.6,0.0,1.0,
2025-09-03,Wednesday,3541.4,105,33.2,32.9,557.76,106.67,9.8,0.0,0.18,
2025-09-04,Thursday,3768.39,139,37.9,35.0,636.72,99.43,17.2,0.0,1.0,
2025-09-05,Friday,8624.77,269,48.4,80.2,813.12,178.2,11.2,0.0,0.36,Kaasmarkt
2025-09-06,Saturday,5741.21,188,55.5,53.4,932.4,103.45,16.8,0.0,1.0,
2025-09-07,Sunday,5182.05,163,37.9,48.2,636.72,136.73,15.4,0.0,0.62,
2025-09-08,Monday,2976.58,99,26.8,27.7,450.24,111.07,14.6,0.0,0.93,
2025-09-09,Tuesday,3629.21,114,27.5,33.7,462.0,131.97,15.3,0.0,1.0,
2025-09-10,Wednesday,3729.4,106,28.6,34.7,480.48,130.4,13.7,0.0,0.31,
2025-09-11,Thursday,3472.31,111,37.4,32.3,628.32,92.84,13.3,8.2,0.0,
2025-09-12,Friday,6201.88,187,51.3,57.6,861.84,120.89,9.8,0.0,0.09,Kaasmarkt
2025-09-13,Saturday,6631.54,195,53.3,61.6,895.44,124.42,14.9,0.0,1.0,
2025-09-14,Sunday,4910.11,163,44.7,45.6,750.96,109.85,20.8,2.7,0.42,
2025-09-15,Monday,2724.09,94,25.7,25.3,431.76,106.0,21.1,0.0,0.22,
2025-09-16,Tuesday,3370.45,106,25.5,31.3,428.4,132.17,18.9,0.0,0.6,
2025-09-17,Wednesday,4937.42,124,31.0,45.9,520.8,159.27,16.8,6.7,0.31,
2025-09-18,Thursday,3738.04,113,37.2,34.7,624.96,100.48,12.2,0.0,0.42,
2025-09-19,Friday,8312.28,260,51.0,77.2,856.8,162.99,18.9,0.0,0.62,Kaasmarkt
2025-09-20,Saturday,6304.38,187,55.5,58.6,932.4,113.59,14.0,0.0,0.39,
2025-09-21,Sunday,4260.96,149,39.1,39.6,656.88,108.98,13.8,0.0,0.23,
2025-09-22,Monday,2840.3,86,28.7,26.4,482.16,98.97,12.9,0.0,0.62,
2025-09-23,Tuesday,2907.82,91,27.7,27.0,465.36,104.98,14.0,6.0,0.12,
2025-09-24,Wednesday,3139.3,102,33.2,29.2,557.76,94.56,12.2,0.0,0.59,
2025-09-25,Thursday,3790.87,115,40.0,35.2,672.0,94.77,13.2,0.0,0.23,
2025-09-26,Friday,5986.84,180,48.6,55.6,816.48,123.19,9.9,0.0,0.43,Kaasmarkt
2025-09-27,Saturday,5036.13,164,52.1,46.8,875.28,96.66,12.0,8.0,0.0,
2025-09-28,Sunday,5609.37,185,39.4,52.1,661.92,142.37,20.4,0.0,1.0,
2025-09-29,Monday,2612.96,93,24.1,24.3,404.88,108.42,12.7,0.0,0.44,
2025-09-30,Tuesday,2603.16,85,25.2,24.2,423.36,103.3,12.0,0.0,0.16,
2025-10-01,Wednesday,3984.78,119,29.7,37.0,498.96,134.17,14.3,0.0,0.55,
2025-10-02,Thursday,3606.35,109,36.0,33.5,604.8,100.18,14.8,0.0,0.54,
2025-10-03,Friday,3915.43,128,49.3,36.4,828.24,79.42,8.8,4.7,0.0,
2025-10-04,Saturday,5157.81,163,64.4,47.9,1081.92,80.09,11.5,13.3,0.0,
2025-10-05,Sunday,4085.83,129,40.7,38.0,683.76,100.39,15.0,7.1,0.25,
2025-10-06,Monday,2020.86,68,27.6,18.8,463.68,73.22,12.8,1.9,0.08,
2025-10-07,Tuesday,2416.02,78,28.8,22.5,483.84,83.89,12.2,0.0,0.36,
2025-10-08,Wednesday,4366.45,127,31.4,40.6,527.52,139.06,16.6,0.0,1.0,
2025-10-09,Thursday,3385.07,112,34.6,31.5,581.28,97.83,9.3,0.0,0.19,
2025-10-10,Friday,4367.26,137,44.9,40.6,754.32,97.27,11.6,3.9,0.09,
2025-10-11,Saturday,7911.63,244,55.2,73.5,927.36,143.33,9.5,0.0,0.35,
2025-10-12,Sunday,4558.96,146,40.4,42.4,678.72,112.85,15.8,0.0,0.83,
2025-10-13,Monday,2208.9,74,26.6,20.5,446.88,83.04,4.7,0.0,0.27,
2025-10-14,Tuesday,3544.77,99,23.2,32.9,389.76,152.79,8.6,0.0,0.45,
2025-10-15,Wednesday,2766.93,99,31.7,25.7,532.56,87.28,8.9,0.0,0.46,
2025-10-16,Thursday,4586.73,148,34.5,42.6,579.6,132.95,12.6,0.0,0.43,
2025-10-17,Friday,4998.84,140,50.8,46.5,853.44,98.4,12.3,0.0,0.33,
2025-10-18,Saturday,4937.38,165,53.2,45.9,893.76,92.81,14.6,2.4,1.0,
2025-10-19,Sunday,4227.53,126,39.1,39.3,656.88,108.12,5.0,0.0,0.56,
2025-10-20,Monday,1901.13,72,26.9,17.7,451.92,70.67,12.3,0.0,0.3,
2025-10-21,Tuesday,3243.42,104,29.0,30.1,487.2,111.84,8.8,1.7,0.25,
2025-10-22,Wednesday,2661.42,87,29.8,24.7,500.64,89.31,7.5,0.0,0.5,
2025-10-23,Thursday,3377.8,109,32.6,31.4,547.68,103.61,11.2,0.0,0.25,
2025-10-24,Friday,4706.96,154,49.2,43.7,826.56,95.67,6.4,6.9,0.06,
2025-10-25,Saturday,5292.41,181,58.4,49.2,981.12,90.62,2.5,0.0,0.36,
2025-10-26,Sunday,3654.66,142,40.1,34.0,673.68,91.14,7.8,0.0,0.27,
2025-10-27,Monday,2398.36,76,25.8,22.3,433.44,92.96,4.1,0.0,0.32,
2025-10-28,Tuesday,3354.38,110,29.9,31.2,502.32,112.19,6.6,0.0,0.16,
2025-10-29,Wednesday,3107.14,97,32.6,28.9,547.68,95.31,9.8,1.4,0.21,
2025-10-30,Thursday,4808.81,137,37.1,44.7,623.28,129.62,9.4,0.0,0.11,Halloween
2025-10-31,Friday,7171.7,212,47.3,66.6,794.64,151.62,13.4,0.0,0.63,Halloween
2025-11-01,Saturday,5866.12,167,51.0,54.5,856.8,115.02,7.5,0.0,0.54,
2025-11-02,Sunday,3630.57,116,37.2,33.7,624.96,97.6,3.1,0.0,0.5,
2025-11-03,Monday,2191.72,68,27.5,20.4,462.0,79.7,5.5,0.0,0.39,
2025-11-04,Tuesday,2339.71,74,25.1,21.7,421.68,93.22,4.8,5.5,0.2,
2025-11-05,Wednesday,2300.56,85,32.5,21.4,546.0,70.79,3.7,0.0,0.51,
2025-11-06,Thursday,3407.24,105,40.1,31.7,673.68,84.97,8.9,0.0,0.48,
2025-11-07,Friday,3524.4,125,48.9,32.8,821.52,72.07,5.3,0.0,0.46,
2025-11-08,Saturday,4714.23,166,55.4,43.8,930.72,85.09,0.9,0.0,0.24,
2025-11-09,Sunday,3043.26,102,40.4,28.3,678.72,75.33,9.3,0.0,0.4,
2025-11-10,Monday,2534.24,89,25.1,23.6,421.68,100.97,6.6,0.0,0.29,
2025-11-11,Tuesday,3501.42,99,25.9,32.5,435.12,135.19,7.9,1.8,0.12,
2025-11-12,Wednesday,3179.46,109,36.3,29.5,609.84,87.59,7.0,0.0,0.21,
2025-11-13,Thursday,2869.31,106,38.4,26.7,645.12,74.72,8.5,0.0,0.4,
2025-11-14,Friday,3864.47,137,47.2,35.9,792.96,81.87,6.5,0.0,0.48,
2025-11-15,Saturday,6100.67,185,56.4,56.7,947.52,108.17,10.2,5.2,0.0,
2025-11-16,Sunday,3720.65,121,43.1,34.6,724.08,86.33,7.5,0.0,0.56,
2025-11-17,Monday,2259.16,74,28.9,21.0,485.52,78.17,7.3,0.0,0.53,
2025-11-18,Tuesday,2404.74,69,24.3,22.3,408.24,98.96,7.2,12.7,0.0,
2025-11-19,Wednesday,3028.67,95,32.1,28.1,539.28,94.35,1.1,10.7,0.0,
2025-11-20,Thursday,2636.59,94,36.3,24.5,609.84,72.63,5.1,0.0,0.34,
2025-11-21,Friday,4503.78,143,48.2,41.9,809.76,93.44,4.7,0.0,0.47,
2025-11-22,Saturday,3809.42,126,54.3,35.4,912.24,70.16,6.1,4.0,0.1,
2025-11-23,Sunday,3225.29,101,36.9,30.0,619.92,87.41,1.0,0.0,0.21,
2025-11-24,Monday,2767.47,70,27.9,25.7,468.72,99.19,10.4,8.8,0.0,
2025-11-25,Tuesday,2372.74,72,30.6,22.0,514.08,77.54,5.4,2.4,0.0,
2025-11-26,Wednesday,2429.91,84,30.6,22.6,514.08,79.41,1.1,0.0,0.37,
2025-11-27,Thursday,3196.33,107,35.3,29.7,593.04,90.55,-0.6,0.0,0.49,
2025-11-28,Friday,4336.93,136,47.8,40.3,803.04,90.73,3.8,0.0,0.39,
2025-11-29,Saturday,5647.48,177,54.1,52.5,908.88,104.39,4.3,0.0,0.45,
2025-11-30,Sunday,2050.71,82,44.7,19.1,750.96,45.88,2.2,0.9,0.37,
2025-12-01,Monday,2244.68,70,26.4,20.9,443.52,85.03,4.7,0.0,0.44,
2025-12-02,Tuesday,2210.12,78,33.5,20.5,562.8,65.97,2.3,0.0,0.37,
2025-12-03,Wednesday,1927.29,72,36.6,17.9,614.88,52.66,6.0,6.0,0.0,
2025-12-04,Thursday,2364.98,83,44.0,22.0,739.2,53.75,1.8,0.0,0.32,
2025-12-05,Friday,6184.37,175,55.5,57.5,932.4,111.43,3.9,0.0,0.34,
2025-12-06,Saturday,4702.05,161,58.3,43.7,979.44,80.65,7.1,0.0,0.5,
2025-12-07,Sunday,4432.08,127,44.8,41.2,752.64,98.93,12.1,0.0,0.55,
2025-12-08,Monday,2552.14,74,28.3,23.7,475.44,90.18,0.5,9.4,0.0,
2025-12-09,Tuesday,3119.67,78,27.3,29.0,458.64,114.27,2.2,9.4,0.0,
2025-12-10,Wednesday,3673.39,105,33.2,34.1,557.76,110.64,0.9,0.0,0.26,
2025-12-11,Thursday,4216.0,103,39.7,39.2,666.96,106.2,6.0,3.3,0.16,
2025-12-12,Friday,4846.16,157,46.1,45.0,774.48,105.12,-0.3,0.0,0.52,
2025-12-13,Saturday,5961.94,193,61.0,55.4,1024.8,97.74,1.8,0.0,0.39,
2025-12-14,Sunday,4363.22,128,43.9,40.5,737.52,99.39,3.2,1.3,0.28,
2025-12-15,Monday,1847.56,55,25.7,17.2,431.76,71.89,0.1,0.0,0.26,
2025-12-16,Tuesday,2629.43,90,30.0,24.4,504.0,87.65,0.0,0.0,0.46,
2025-12-17,Wednesday,3356.91,94,33.6,31.2,564.48,99.91,1.5,9.2,0.0,
2025-12-18,Thursday,3234.82,94,28.4,30.1,477.12,113.9,-3.8,2.3,0.23,
2025-12-19,Friday,5855.41,172,56.3,54.4,945.84,104.0,-1.7,0.0,0.36,
2025-12-20,Saturday,4128.4,138,55.9,38.4,939.12,73.85,1.5,0.0,0.56,
2025-12-21,Sunday,4358.22,152,41.6,40.5,698.88,104.76,3.2,0.0,0.33,
2025-12-22,Monday,1818.71,67,27.0,16.9,453.6,67.36,2.1,0.0,0.56,
2025-12-23,Tuesday,2798.49,94,32.5,26.0,546.0,86.11,-3.0,3.4,0.33,
2025-12-24,Wednesday,0.0,0,0.0,0.0,0.0,,1.1,10.8,0.0,Gesloten
2025-12-25,Thursday,4179.08,124,34.4,38.8,577.92,121.48,5.1,9.9,0.0,Eerste Kerstdag
2025-12-26,Friday,4620.04,160,52.8,42.9,887.04,87.5,4.3,0.0,0.33,Tweede Kerstdag
2025-12-27,Saturday,3751.14,139,58.2,34.9,977.76,64.45,2.2,2.9,0.1,
2025-12-28,Sunday,2251.78,96,47.4,20.9,796.32,47.51,-0.4,12.6,0.0,
2025-12-29,Monday,2179.55,64,27.1,20.3,455.28,80.43,4.4,1.4,0.17,
